name,size,rank
dkameq,2,8.28032495722968
ademrg,10,0.1097808138436751
masntu,105,0.48175938990344935
axrsvi,98,8.689333159518323
bdjxfz,9,6.271593438586328
thfkri,100,9.385223037317761
xwutiz,4,1.028418172834089
cqltxe,1,4.270836587380461
lzdjbc,6,7.9573269241973925
masxfz,99,0.09176250682286613
hypikd,97,0.879564682542387
acmtyv,104,6.969118413746824
ypzebl,6,0.08468312310501347
furpsv,101,3.7317360104820683
ywzjdr,97,4.705020873127052
stpkmo,6,6.771726427356825
dzhlng,4,6.185206253416217
xwncto,100,0.18170595212003338
xrdqbt,6,0.8006478870208332
cksitf,96,0.4646864580891643
ymlbcr,3,2.2701935384835767
vcuink,1,0.7533071500203155
zhtuog,4,4.175238398851898
ivamxt,97,1.0881385873323035
iyukja,101,7.674188066334296
udjzns,102,2.203379792523077
qntorw,3,0.27068386401947264
oqdpmg,7,0.29576889611868207
qupkji,1,0.36882796759070025
knuzti,99,0.20938498028000674
uomyar,1,0.32891655230745176
puovae,8,0.5892199091512722
lxnmej,95,0.3116415141359843
uqylph,102,0.9762008252457973
izmjkf,9,3.5981065735680517
djzyhi,7,0.8959537857100741
efbspo,95,0.2286375913745382
bdipwv,104,0.6681540713989231
bdfvah,102,0.7982166091583562
cxjofv,5,9.056972514661528
xunwpq,98,0.02094333458642572
qthfum,96,0.4183071801948839
acpqhg,3,0.8721226296544837
vphqxm,105,0.9962634215546781
qitjes,99,2.9004505571223627
ljvaid,10,0.756988412456566
laqnsp,4,0.40208497442166224
zokrex,99,0.7200240727397894
dxfkzt,95,0.0633910922390164
mboywa,4,6.540523536936526
nfivxg,2,7.4029756842086964
qcxjof,5,0.584680596947096
libwfr,104,6.066819140283865
qtsjmu,1,2.844615676491343
kasxfw,99,0.7245162358474332
vjrbao,96,0.5944890280269887
yzepuj,102,0.7978336227321242
fgryze,95,0.09445159349549903
stwrdp,1,9.582899849850989
yovwps,2,0.11898411138226173
bkfehc,5,1.6458593922522147
jfpeiv,104,9.470946350271344
mctxez,99,0.9583345740306213
gzxjdk,99,0.6944278387601245
ehbmrg,96,0.1152194396159355
lbkhsn,102,0.701916677291355
ylofpz,105,0.6590931367637136
zuowsn,101,5.81004241054289
ydgqvc,10,0.09890394947325676
gpbwuq,96,0.931104738235705
uwcegm,101,0.7907004312077881
wscjnf,1,9.162698807085668
manvrj,0,8.639474976918647
mzstrg,10,0.8761765432329777
bfolar,10,0.768811162085213
lixsgz,95,0.554351157756157
vwlxzd,98,7.744328368273362
fmbnpc,98,7.228224116362334
xmsvcu,6,0.9417577281499726
fmbywv,95,0.9080159793771513
snbdie,102,3.6721277062256052
wmtkor,99,0.9869940760716893
mxofvs,1,2.0008972770899724
vnfpsm,96,0.0831936141163131
swxcqu,9,4.570677752128779
qcmlht,6,0.1779949807186968
rshctn,101,0.5648536708834371
jtnpfi,99,9.58690960983265
rqtubj,6,0.9900904419761335
ukgmwy,100,5.52264578360779
hkgsij,105,0.6156727800178462
lrtmha,3,0.4987452432403249
cmdhsi,99,0.5916650191747408
gqczsh,2,3.8059458508927415
sphjum,102,0.038871861413921294
smgfdc,3,0.9295243638820724
gjpsvl,3,0.0269563236167345
opatqm,102,0.40354776405647697
seinmo,9,3.7845676762054548
xobmjn,103,0.7320107310025586
owpiuk,9,8.32814011759158
pufzob,101,0.2052499847616598
oherga,1,3.061979971852513
ceguhx,100,5.652919585542998
jdwsku,1,0.13951732323189048
fkoghp,6,1.6522375368178166
cndlpv,7,2.188843494472631
pscxbu,98,0.8056865908937192
zgcyjt,95,1.2414743915599569
vjwbuq,4,1.0713035132997106
oqrwjb,0,0.8531422974163836
malhtk,104,8.284864053209208
lgjcqu,105,2.6297451936743164
ykejia,98,4.372086573546806
wtevdh,102,6.4999523683252445
fqhike,6,6.801009493344342
yhidsv,4,3.730464136911812
qpmfxw,101,0.4848555222837584
xuvzdg,102,5.954184229594675
kmdsox,3,3.9237063093912705
vxjfhi,95,2.9343284250680757
cosgfv,102,4.978320074116626
kfvjud,98,5.446579902315052
bfeiuj,7,0.17910040427708374
phlorg,104,6.509714347002281
iftljg,10,2.704660110191414
jqkmov,3,0.4376196602827682
yqrnbi,95,9.62446038755449
vxpcor,95,0.9327251553639316
mqjrwf,2,0.34345949303045153
bgkcfh,4,8.39655551133179
gpsequ,105,0.5853363224162589
wszplm,1,9.109551595782383
pqvcra,96,5.294815599078663
glqvmt,0,7.106643562650118
pzxtal,8,8.170848263624741
qkuwds,104,0.8154334597469441
nqusrm,96,0.6169952568251542
bopkjh,97,0.6466413718520074
njhlme,1,2.6714954564001303
megxfc,103,0.02971863792288687
wzitgs,2,8.419533647885233
bzahcx,95,0.9356190338091773
ozyxvw,103,0.584617655080574
qywelo,1,0.5697529104305532
fveuow,101,7.880133447870408
zkyduj,95,0.9136699746453469
wzpiju,10,1.378082179541924
dxzhmn,1,0.712361237336162
stumzq,3,0.312865881710815
xcnazh,4,1.355063435477355
xdbqgi,102,7.854542343568069
haglpn,97,6.631399486273129
uxvsym,104,0.696446422791479
hrwsyc,7,0.30012807499888716
xuvzge,10,0.4539068883747355
iwdynp,8,0.11584340021920636
rckjia,3,0.5846743113264805
tkbjpw,105,0.29083919391693447
pkfvhb,99,0.2776464983098391
gbrdzu,99,6.2685785555627245
dsriml,99,7.803392239004429
fuipma,95,9.786064857989613
bxrhem,100,0.8853849792574291
utrmoy,98,0.991640668690569
cepbxr,2,7.002094437004928
vyguoh,105,4.971453668066147
bwzcjt,101,6.196105639136899
zovibq,102,9.468130361250813
uimoec,5,8.346360225367158
vrgawi,8,6.882482316115358
xoarfk,98,5.094695418419465
zisndw,3,0.3368167086831221
qfwusl,4,1.4419685050553765
tjziyn,3,0.6142515169664264
rtopze,2,0.9224442302720569
rqkpyv,103,0.7457590694679214
vjzqfx,97,2.1240452120904694
fhkzvc,5,2.229877204217808
ikxevl,96,0.6630265812269063
qfuyxs,102,0.22144746079508326
dvjyzn,8,0.8075661046611383
dhxkpf,6,0.883365778796371
sankho,6,0.0029068874388091803
ptgyoe,97,1.5720530259662435
ptgsde,104,7.2364379319258525
jlidfx,97,0.26397957236992675
deabwh,99,0.6708639770356762
nmupwe,98,9.84617523911107
fjtron,1,0.5034232608046932
jormfp,105,0.4694688638757514
yoruex,5,0.4037916737508217
lxshoa,96,0.431361823784535
tbukew,103,4.601417844610527
rtnibs,9,0.8285491303507745
etadsr,95,0.2076688433624463
rulgty,98,6.381096822484434
kcuaif,7,6.3300447563977595
khacrq,1,0.3467017090370008
tpsygc,8,0.18002430606361086
bflpuk,4,5.756338627231425
eukqvs,98,5.997271673427537
sdurab,9,8.826278998790954
siyqmk,97,0.17742795077130535
icwtzr,95,0.34232718998638434
iwqjbo,8,0.8926118046568476
diepwm,105,1.9394317871511157
fzxgye,2,0.4347776290199268
idxlrm,96,7.785360043296574
qoekys,6,0.5743576887795667
cfgqny,7,4.361242679615531
bzjnvr,8,0.26215439690542464
gjqsmr,3,0.7371468708559988
xngcrt,104,8.758638321087105
mcabgj,99,2.370516968564468
kwuazh,0,0.83033073675889
aizscm,8,7.851198257457673
qkoazn,4,0.84064150241899
skbyfx,0,0.0942034566023302
otpnxg,103,1.80690519378922
gfckmn,95,0.980417806846455
vmenjo,10,8.160838342356877
eajbkv,97,0.2814352579247378
ytphnk,2,6.277842984483808
swjxqz,7,6.4571966098309455
miklsf,97,0.4709720865679484
odwesl,98,1.624157439948195
jxrzuc,104,8.049198272136485
fodvce,101,9.83501632440405
dtzajr,99,9.206858011959953
glymvp,97,0.8188675760068066
vreija,105,1.2172928317541043
qgcmzh,2,0.5648615503789279
igmcwa,6,0.1018473889287671
pjqgzk,101,8.08138828767017
yvpkof,4,0.8608447902641481
kqnesi,105,4.161846965286241
fdnwqj,97,0.46778807337965944
yvjoel,102,0.4152961428953301
dcngjh,97,0.2244057304030015
slgwzi,10,0.5965660032397603
djpory,101,0.9001041155357973
ljikxv,100,2.569730402921219
pntekc,4,0.09172560639584193
nzvjqf,100,0.9742241190597991
fsdntr,97,0.869910207623596
nyvuoi,104,0.2320867040115201
wuoary,103,0.9667957694310381
fdnxqk,7,0.5983292995570106
zfvxyi,101,5.291833002745705
cgziaf,100,0.06872590996706007
fhluqw,99,2.943169959926273
yjcrtl,98,4.610356492049188
zkjpfw,5,2.657535942520346
decfrq,105,2.6573973294084774
tsyndo,103,0.45004782035588464
inwxqu,105,6.220995488581783
gnaoeq,104,0.39439153759442747
qznbci,98,0.04863812200500284
vhgcos,95,0.14412560157168708
jtznvq,99,0.12770563684069358
izmnth,5,0.004256686286146283
eyxnjt,95,0.035335737093164954
dikpwb,100,5.149334183815695
exogzl,104,2.37690030872185
ztoaxb,97,0.9399016839480774
uvdlfw,97,0.9660950746651026
gpjioe,4,4.30293486855513
hfivsp,2,1.8830469036710185
khtvmp,10,1.1810562077540032
dsgvky,102,0.38434243816583824
mficlw,9,4.732462458181827
zklwpo,105,1.3403306092839617
hdmxap,1,5.736110970660805
olrzui,96,5.177254056275901
wgqhfy,10,0.3480569145506739
tydnbp,103,6.661667230305101
goqikf,4,9.731749582261779
kvexcu,7,5.771873009448018
udysxp,103,2.1671697369933627
ymnzpk,101,0.46715225266890426
jldrgi,102,0.9276864650038148
octbpj,3,3.1370587485392565
kyfgdz,8,0.1036346985776363
iycdro,102,0.5070339499249952
xjeycz,97,0.6419504638320468
mshfwx,103,8.242465691877426
uciyqm,104,7.4498795706072185
fjatuy,96,6.634435951086464
xenbgo,99,0.602000579400539
veolhq,0,0.8463469161528029
lmphbj,102,0.6460312889608623
pdnamv,100,0.2752009177662287
vckmhq,96,8.185393193736285
ahpezr,3,9.549943248092816
wajfln,2,0.03982618572923591
efvobc,100,3.796019742584887
lcjvzi,101,3.7429710649234007
ptlxwm,3,0.460714129446697
dutrfk,103,0.11935940522222699
cbrikn,10,0.03669311733405223
uftnks,7,2.159515974047943
iwfqdn,98,0.6651658821226172
fonpdm,8,0.3394989316679249
cqjaiy,3,4.47642551995873
lofuwx,10,6.613257488644119
tjmres,7,1.3284390404914592
swkdnz,96,0.3964812458661461
qigpyl,10,0.672773425199702
hdafbr,97,9.656182977941059
bdmqho,103,0.9470958200223796
zejwbm,105,0.36750911635180084
tfijmw,0,1.8616571019399397
dauxpb,97,0.12967791673591367
ihamls,101,5.804578739042144
zctugr,104,0.40292008626596654
gmhbde,98,0.15339270773197722
gxmswc,3,0.56090321062887
bqdzlc,104,0.7128219199753838
cdnlxp,99,0.27426653576184445
ibjpkz,8,6.4115028221044295
mkfazr,103,0.4051261663338983
hozpsg,0,0.38204710032916145
nvfrwt,0,0.7884115219752889
wcmaux,5,0.8068777071407747
urwvdn,97,1.8389478452175079
ltbiue,5,0.6469861909958399
zhdymf,1,5.464070000581623
qgsolf,104,0.23767206016080722
ncwtel,96,9.580786729623338
stzjcb,99,0.4520606200373378
jvxyzw,10,0.527169649741212
klidjt,0,0.11565607753563711
pxjfvc,0,0.11033367333855426
mtfxes,3,0.7791720580726947
kqvxpw,8,0.3168483481726523
jvmyak,97,0.9598468756482944
qruczm,7,0.1370193800864845
qsmwnr,3,0.3372385264372538
dhasbg,5,0.0005863298240729176
aobtjy,98,0.10311737063874671
wijsce,104,0.8397276827462824
cegout,7,1.2600730915917013
prfoub,7,0.7186760202126093
neldbv,1,9.935454694541189
kopbqa,101,0.5050685280383677
jlnegw,104,0.8157879755411354
svwuxi,97,0.7560766380236887
xubact,98,0.20111126057767892
znardv,95,0.9497651062555291
jzlnpm,6,0.34008808097578846
emnkrp,4,0.6903618613202386
tfnsxm,102,0.1769863739330242
klfaqe,6,9.147226441237004
kewdvi,10,6.339423215753719
svmfoa,101,7.598167536118387
pfbytr,99,0.1871258935356933
hpucvl,6,0.9842210985288452
pahmnx,6,0.2659478603404253
hyoexk,95,0.5852230712691394
azjlun,95,6.436590520417789
yopqju,6,0.0011359118242488808
xyahew,95,1.119055385437825
dzstqo,104,0.07343467623701394
oizurl,9,6.0478838319252946
kibjlq,102,0.28802474868639893
ykejil,101,0.7095541224349563
qdrinc,98,0.2427266067193059
bqldrm,10,0.08356570452294121
halqgk,10,0.8343887697068694
ltkcgx,97,2.577745934786196
kxtryn,101,9.75694538180683
clxrea,102,0.4091585887256277
asjtdr,9,6.990275815436639
hfuwmy,7,2.8056677345801475
fbtpdn,95,9.205462738831196
wjhrbm,7,8.038470564035453
ypdurk,10,0.49993500724553463
axjbvk,8,0.9884873899112278
oqhvci,1,0.03589674650123864
saxgne,102,2.5903470030780817
jubwav,104,0.9726333335265747
hpmbqj,97,2.783654193855152
opfcng,98,2.2098516163179505
kbsmrl,7,1.4029926057931796
cwsimf,9,1.6249664813682452
ubrmij,5,5.0904468345524965
nxzbrw,4,0.9884632663422949
ploxkc,95,9.696046281459992
meipuc,2,0.2973353544721725
ilahug,4,2.327709346393214
cdayiq,3,0.6602797346876002
gebysx,4,4.520289496451121
cnjysx,100,0.6244001664448042
nyqcjo,7,5.891797597821297
vncjdo,97,0.19147569337984316
njkmrv,8,2.6771043538939865
pnjqcm,95,1.9221801714775888
gzpbej,7,0.16393762271249146
kdlqti,9,0.5316117683104675
slgckj,6,3.6368691511976525
spwnaf,7,0.4521606477204976
wjqtpn,4,0.5826142955649464
ornelv,10,8.282799313037616
dyivue,9,2.5465933105864957
zlmyuq,10,3.2422373174898675
idzwcq,99,0.2613674555093465
pykmjc,8,9.223811323766892
ybaiwl,9,0.6244095307436057
ywcihv,7,2.304084372560716
mdsgyf,6,0.3986648316957726
hynpmw,1,0.8518370820735769
wnpjtv,97,7.420667069977006
zqogkm,0,9.326940058037916
pbsgxh,0,0.607879046923038
gwpuej,98,0.8307592885524967
rlisgx,5,0.9929624919745523
ayjhns,105,0.39460146011585395
lncuqd,96,0.6638645843343652
mgxbfi,6,0.30752312044602403
euhpjc,0,0.9728333008677781
byqezh,96,0.05551597837018607
upldoe,0,1.9462795253653753
uzirec,6,0.09114356977712346
xmwaov,9,0.1745389049532864
nskbzx,8,7.174200662224635
pyjvws,6,0.5286698945245668
imdvnr,1,8.851091231507226
dpulix,2,0.7906090369417784
cvdaoh,8,1.992960070670201
wgbteu,98,3.316492128122517
rzvpen,8,0.322060657724637
kvpmfy,96,0.9083373940736479
csaxjl,10,0.1347792581754671
vdwkjp,6,8.962741201314179
nrqvxh,5,2.74449656965718
egozxn,105,0.49250412800830856
qahsrj,104,0.43371976264793266
wtoird,8,3.7203536899823453
avpyjz,1,0.3743362719047605
ljhtyi,4,0.5994410616101898
cgbjlf,102,0.7628463406322559
vcfbos,5,0.6941778610517059
ndiprx,7,3.80552065898783
zcqxfb,96,8.002033044061655
sdwvij,96,0.5826809299039761
goeuvb,104,0.6114760383614323
qibjco,4,0.1306917307075699
zeuqfg,2,3.1560998938757767
wosjdg,6,4.96174552867857
qtwrjv,103,0.4346666533316048
stquxm,0,0.401658292765361
yxgzbh,4,0.05661966199488433
wntubf,103,0.5811658683423678
uzbxmo,9,0.960197511556355
kremsx,9,0.19622830440308825
blqpsu,105,0.9213176923899434
zkrujf,9,6.352598088987758
tnrsyh,102,0.7919856117920698
wfjcaz,101,0.7600493118841429
kdmuhj,97,3.581433187556202
oynfse,8,0.8824676770389095
wipjrt,6,0.4977124969467346
luqybd,3,0.35207395933139063
fyugbi,1,2.956002813464942
hbcudy,10,5.627132015515379
ofjteb,95,2.9163174876522966
fkplzn,7,0.34151262944252625
iakxpj,96,8.792294702898149
sziuya,6,0.16520651175533174
ibyclj,8,0.21741803594779785
skcezm,95,0.7378096445335472
tsbgnl,3,0.701915581566674
zlvutq,95,0.3637911404840529
ynlhoc,105,0.9302167852384722
vlzxai,99,7.398926333654218
jykzpu,98,2.780912039913155
svcrol,95,8.068413565973882
lwbqaj,4,0.8293558821597736
cvhzil,98,4.398178537999248
fdclim,100,1.7316530428776933
tefidb,100,0.6033845676095072
doaqyg,3,0.9459665505791105
rbuahe,9,0.4608474241797582
oxgwsq,97,0.837961538923754
rijczq,8,6.727444975394974
ihfpxd,95,0.07331330427646487
myeovf,98,0.778241546978477
jvfzas,104,0.9585876127464814
qvprwt,102,3.4813176911415997
lgjucr,0,0.22787020961620397
fnjhxi,9,0.2345649066218547
yqajip,1,0.4768878252881328
yfsmkh,100,5.227533249241487
simonq,102,0.9263879217596053
vhzgex,4,0.48601472807127566
xmzjgv,97,8.668960035510215
idmulv,98,0.07611492684717458
ikhmtg,4,0.3615626534708848
csjnah,98,7.934280490352097
usftgk,103,0.7497678268493724
abtwhq,5,8.520130004544468
xpcnlv,2,0.9394346065907312
fldoaj,104,2.2017796027728487
qdowpl,7,0.7802269837562056
iqjwel,99,0.8455711577863689
ntolxd,9,0.9044726432833619
hxmjel,97,0.8842879337423605
qipkeb,102,0.7480519609693308
irlzcx,8,0.34609449104897183
fvebtx,4,0.8756285870849523
hzqfbt,7,8.802115351671414
agifqv,105,0.09509029480742959
rqakud,100,0.4364752427644789
jyezlx,98,8.191223117375669
owvgrn,101,0.8662376445527253
jxacfk,7,0.5802454834626022
ehlwim,7,0.001247028076425405
wmsxky,2,0.015036937104110915
jgsbtl,95,7.279383796562212
ybljiq,9,1.1654367306744773
rukwgm,105,3.82491999235969
kwxzgm,10,7.640788218386522
fshyvp,5,8.864488690560613
xkyhcf,1,3.654260820079819
psvdmn,4,0.22044920452772765
vqxlrz,4,0.4637647177731733
jfoeny,104,0.6339108757461925
zifqvg,10,0.7216141293085373
ufpyaq,105,6.807428114103119
ascvxj,101,9.26355555894277
bnoruj,96,0.3887429715980313
jbpvcr,4,0.7108573179188847
mhojgx,105,0.940443585867442
tqzisv,97,8.37317083006058
dtujlo,6,0.5880102433731239
ecuhrd,95,1.0705140408162084
clityj,4,3.0331905067456075
ntjsdu,102,5.245323002853711
xkjmnv,99,1.9765907428573193
odbfhl,96,4.797451781613188
vgnxdj,8,2.5126260279222135
olizak,102,0.18285001118623145
wgfbxv,7,0.1529780002148795
bswldm,95,0.37923811262362883
rnhlkg,100,1.0354874332734165
qkiahx,105,0.6564684631100702
rvezln,97,2.415539274089249
xzecow,99,4.437794557036845
hzdnmg,4,7.391631403841991
sqyxmu,100,8.115375643799863
eujiwm,6,8.252010940473978
hukevx,1,0.6699053315081632
deovfz,4,5.517574857541621
zluyqn,95,0.29722869200157864
vinfhs,99,7.916968716677566
dbhwru,104,0.0034530192299672136
lybink,105,6.0782014938971844
cjpygz,8,0.2802329924124384
mewzai,101,0.7910919526007353
katizd,103,2.303761719015002
jrmuck,10,3.6960904216007187
enuokr,103,3.0813136919610185
elgayz,102,0.8073751441746044
tjekfq,101,7.845420568630306
yslpmf,97,0.5313090082448397
ertkgy,103,0.9143003008065239
ulevjg,0,7.370349079420306
cjzndr,4,0.37064661048770664
hvwxsd,3,0.7163635962715356
iapjyh,105,0.3187399732238255
dfqnsz,103,9.058659062423555
lgsmue,8,0.2698723530777858
lkhrvu,99,7.2562569152697645
fqbiko,4,0.9688371193212357
kuavix,98,0.21683977600821935
xpklvt,100,8.331043131215445
dlugbk,4,0.10276983344724688
pdfzwv,3,0.9712924591244819
bpjiwm,98,2.6293809328278996
wdrfea,6,0.8805808040371866
hdsxgi,95,3.6158534031622693
vbztnf,10,0.936593740599034
diatcm,2,0.321109709058223
irmjpl,105,0.8747001571535574
awbypl,96,8.640402309555757
umwgji,102,8.374439950267137
spcklj,6,0.24759449793088983
tvmhzo,2,1.5594033567460275
guivnc,6,0.39190823833470967
pwimxl,96,0.9121284946951023
ywhrtf,0,7.772722468953974
nompyx,97,0.5500095988614991
wtxrie,5,4.902916206976223
zhvbmw,5,0.8140128145945025
ucsabx,98,0.4749176755884702
dmlawr,0,0.9398636245242954
iwjokb,103,0.06578534539247172
fmrdih,1,0.27322130978242387
zqrxpw,10,7.109170300742017
nharzm,97,2.1395469080695673
trylka,10,7.077633479428254
lbfqym,97,3.5953551767528036
czgkph,97,0.38934843276091113
kjxinl,7,0.6485979046949858
wadnpu,7,0.8140213436524566
wntgbo,101,0.7424798448017543
omqlag,104,8.280779620051051
wovrhe,105,3.8501334752103853
bndtrm,98,5.102547628618104
pgqyxo,8,0.14324361567352362
joriph,4,3.9573170751814413
rzicba,95,0.6532104879753009
wzpbcs,2,0.6524515769830189
okbmza,9,0.9175410997165003
jchldm,97,0.11672308340160731
outdzp,103,5.945698251624474
szmyxq,9,2.259586498558491
pvtefy,103,5.944085955317011
uhqkpf,2,0.20327079957327354
jpdgts,7,6.675218201245041
nsevjd,3,0.6490269192486855
fchjmr,8,0.5482929541650329
fkeqim,9,7.57052665048217
suhjla,95,2.7068547160002945
tyoeqv,4,0.7093959727774316
qoujkd,10,6.543589212292854
hkubvy,103,0.5335791451617615
chyfav,102,0.6588081643783169
ubqnje,6,0.842547947132702
fxymou,9,0.25196597228697426
xnbpdi,99,1.560835155311746
wueisy,0,5.331216966699418
iszqmw,105,9.270590031129554
evumdg,100,0.40606479378820226
dlqmpa,98,4.619276541036399
fblumt,98,0.07602345629286356
nvpodq,101,0.7211441576546495
yjztqn,95,0.2022138279193263
mokptu,96,9.281710744352294
sxjabp,7,0.9315025476745434
wjaekt,105,0.33619125961760554
jvrdil,9,0.7364486819021737
jwalsn,7,0.8653011337654798
xdcaig,98,9.302913848960458
verfzd,8,0.8328321619182761
pvqsok,9,0.878989188519105
gslhxj,101,2.176767276700393
srcijn,99,5.180728200901525
htpequ,96,0.14982151742487182
trpuag,99,0.3988880332550603
gndwxz,98,0.2755339317116594
pewvyl,99,0.016364884629588294
jykrxi,3,9.364201292054911
oyfdmw,1,5.373502948286223
xyhmtr,105,8.479138473266346
jyuwbl,99,0.03876554453882497
qntbwf,103,3.5376945274770613
bojewu,95,0.15773284394896314
wizfks,10,0.8255376757360907
kmrent,100,8.866613931709967
xorysi,104,4.272723859604311
relnut,96,4.006013432327965
awudvc,3,7.154261422600968
pqfljs,103,0.32119782961917565
lscftw,6,0.6006903881778566
ykozba,99,7.819933982931495
hekjlp,98,1.380542727507258
gnlaif,8,8.413317604777376
okatlz,0,6.582270063877353
rwkdsf,99,0.46018708397750874
adpexs,104,0.5794114498478218
bvhnpk,99,0.6371975435547349
gphqmv,97,0.31738392756077705
ecviwa,6,1.5587268415515754
ymbjpd,99,0.701599399619476
htwmye,3,3.373727938041491
pjiqbk,6,0.05817759379444487
lwaigy,95,7.715986274294066
rtulog,101,8.685492493153204
bkiecm,95,9.695000638715417
tqnukp,104,0.7614817037786391
knpuhc,4,0.6440584883938387
ofrajb,4,6.72438377429657
miwdsy,4,7.803148412881181
neofxm,99,0.7223256097430428
johvpa,95,0.5718503692936485
wdsiex,99,0.8812906181770347
vpclyh,97,0.48275861536058295
otdhyw,101,0.8140280880821792
mbxnuj,97,7.2881133418626405
djkhpq,10,3.702142656451576
rzftny,101,0.8823538859541324
ndkqif,3,0.9634614469034142
bxvqjn,101,5.365019506268877
zaqwms,95,2.270984537540215
puxycf,6,0.08966949370426935
hlcmiq,101,0.28511497809279096
pbndws,10,0.04141959957556074
egovqa,1,0.09385341613588816
kawdis,2,0.18308014748562418
aqzjnl,105,0.9103440164922947
zaclru,1,2.750201299549623
sikgpn,97,4.5674481294364675
xptqfy,100,0.7482945019935383
sdmpqw,105,0.8410540990229796
zwivdy,1,0.47083637185405647
sqnmzp,0,0.9748061747342552
rhadzy,0,0.8741210902831845
iokqen,3,0.8899714514572357
sxdnfi,104,6.309375976533191
dmhyrl,103,6.228585856617965
ejzais,4,0.4160900527657838
ucgvfd,7,4.521504257081891
cqbkyv,100,9.820938011924301
zxmrud,95,3.058595276845409
fjuzdx,0,2.3870694005598567
ktcdye,103,0.9677897086727799
spmcdt,9,5.094935399382723
kwytcn,0,0.22187082980396466
gluqmi,8,5.146620325919386
uehckz,98,0.5077340799435717
fjuwsb,1,0.19700153564328338
gqrzwx,7,6.1955377352812055
hnsbpr,2,3.4595509564110616
ckvmrw,4,1.637922572164584
mpvnio,101,0.8191533357092826
